"codigo";"numero";"fecha";"catastro";"ubicacion";"calle";"forma_de_ocupacion";"b1";"b2";"b3";"b4";"b5";"n_pisos";"sub";"estado_calzada";"estado_acera";"estado_bordillo";"estado_parterre";"estado_vispeatonal";"aapp";"aass";"aall";"energia";"alumbradoPub";"telefonoFijo";"internet";"tvCable";"transportePub";"recoleccionBas";"barridoCalles";"fotografia";"forma_de_ocupacion";"plantaBaja";"primerPiso";"segundoPiso";"tercerPso";"cuartoPiso";"quintoPiso";"sextoPiso";"septimoPiso";"estado_edificacion";"relevoNombres";"relevoFecha";"revisoNombres";"revisoFecha";"revisoFirma";"aproboNombres";"aproboFecha";"aproboFirma";"sello"
"3864";;"2020-02-29";"1808020102014023_";"CALLATE";"BOLIVAR";"/pareada";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014023_1582997985.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3865";;"2020-02-29";"1808020102009005_";"BARRIO POBRES MILLONARIOS";"SIN CALLE";;;;;;;NULL;;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020102009005_1582998010.";"/INACCESIBLE/ DESDE CALLE PRINCIPAL SE VISUALIZA VACIó";;;;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Inaccesible/ desde calle principal se visualiza vació"
"3866";;"2020-02-29";"1808020102014009_";"CALLATE";"BOLIVAR";"/continualf";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014009_1582998106.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3867";;"2020-02-29";"1808020104008020_";"CIUDAD NUEVA PILLARO";"AVENIDA LOS FRUTALES Y CALLE WILSON GóMEZ";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008020_1582998123.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Predio 021 y 020 de un mismo dueño, relevada desde calle Wilson Gómez"
"3868";;"2020-02-29";"1808020102014024_";"CALLATE";"BOLIVAR";"/pareada";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014024_1582998199.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3869";;"2020-02-29";"1808020205001047_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001047_1582998202.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3870";;"2020-02-29";"1808020203027003_";"BARRIO CUIDAD NUEVA";"AV RUMIñAHUI";"/pareada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020203027003_1582998242.";"/AGRICULTURA";"VIVIENDA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3871";;"2020-02-29";"1808020205004002_";"BARRIO LA FLORIDA";"AV. ALBERTO VASCO";"/pareada/ocup_ret_fron";"2";"2";;;;NULL;;"bueno";"bueno";"bueno";"regular";"bueno";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205004002_1582998261.";"vivienda";"B1: VIVIENDA B2:VIVIENDA";"B1:VIVIENDA B2: VIVIENDA";;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-28";NULL;NULL;"2";NULL;NULL;;"Bloque 1 se encuentra en medio de predio 003 y 002, ocupación en retiro frontal PB y PS"
"3872";;"2020-02-29";"1808020205001046_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001046_1582998263.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3873";;"2020-02-29";"1808020102014008_";"CALLATE";"BOLIVAR";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014008_1582998287.";"vivienda";"VIVIENDA EN CONSTRUCCIóN";"VIVIENDA EN CONSTRUCCIóN";;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3874";;"2020-02-29";"1808020104008019_";"CIUDAD NUEVA PILLARO";"CALLE WILSON GóMEZ";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008019_1582998310.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3875";;"2020-02-29";"1808020205001045_";"SANTA TERESITA";"CALLE SANTA TERESITA";"aislada";"1";;;;;"1";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001045_1582998336.";"/culto";"CAPILLA SANTA TERESITA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3876";;"2020-02-29";"1808020102010015_";"SAN MARCOS";"CALLE SUCRE, CALLE LOS ATIS";"/continualf";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102010015_1582998373.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3877";;"2020-02-29";"1808020205002001_";"SANTA TERESITA";"AVENIDA ABEL VASCONEZ";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205002001_1582998375.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola 
Existe canal de riego"
"3878";;"2020-02-29";"1808020104008018_";"CIUDAD NUEVA PILLARO";"CALLE WILSON GóMEZ";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008018_1582998400.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;"1";NULL;NULL;;
"3879";;"2020-02-29";"1808020103017002_";"BARRIO EL CHóFER";"AV RUMIñAHUI";"/continua";"1";"1";;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020103017002_1582998424.";;"B1 VIVIENDA / TECHO O CUBIERTA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3880";;"2020-02-29";"1808020205004001_";"BARRIO LA FLORIDA";"AV. ALBERTO VASCO";"aislada";"1";"1";"1";"1";"1";NULL;;"bueno";"bueno";"bueno";"regular";"bueno";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205004001_1582998446.";"vivienda/AGRICULTURA";"B1: VIVIENDA B2: VIVIENDA B3: VIVIENDA B4: BAñO B5: BODEGA";;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-29";NULL;NULL;;NULL;NULL;;"Vivienda y Agricultura"
"3881";;"2020-02-29";"1808020104008017_";"CIUDAD NUEVA PILLARO";"CALLE WILSON GóMEZ Y CALLE LAS MORAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008017_1582998499.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3882";;"2020-02-29";"1808020102010014_";"SAN MARCOS";"CALLE SUCRE";"/continualf";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"1808020102010014_1582998508.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3883";;"2020-02-29";"1808020102009100_";"BARRIO POBRES MILLONARIOS";"CALLE ROBALINO";"aislada";"2";;;;;"2";;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009100_1582998518.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3884";;"2020-02-29";"1808020205001044_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001044_1582998575.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3885";;"2020-02-29";"1808020205002002_";"SANTA TERESITA";"AVENIDA ABEL VASCONEZ";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205002002_1582998602.";"vivienda/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola 
Existe canal de riego"
"3886";;"2020-02-29";"1808020102010013_";"SAN MARCOS";"CALLE SUCRE";"/continua";"3";;;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"1808020102010013_1582998611.";"vivienda/comercio";"COMERCIO VILEO";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3887";;"2020-02-29";"1808020102009092_";"BARRIO POBRES MILLONARIOS";"CALLE ROVALINO";;;;;;;NULL;;"bueno";"**inexistente**";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102009092_1582998652.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3888";;"2020-02-29";"1808020205001043_";"SANTA TERESITA";"CALLE SANTA TERESITA";"aislada";"2";;;;;"2";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001043_1582998667.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3889";;"2020-02-29";"1808020102010012_";"SAN MARCOS";"CALLE SUCRE";"/continualf";"2";"1";;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"1808020102010012_1582998709.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3890";;"2020-02-29";"1808020102009091_";"BARRIO POBRES MILLONARIOS";"CALLE ROBALINOS";;;;;;;NULL;;"bueno";"**inexistente**";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"1808020102009091_1582998728.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3891";;"2020-02-29";"1808020104008016_";"CIUDAD NUEVA PILLARO";"CALLE LAS MORAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008016_1582998728.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3892";;"2020-02-29";"1808020103017003_";"BARRIO EL CHóFER";"AV RUMIñAHUI";"/pareada";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020103017003_1582998734.";"vivienda/comercio";"LUBRICADORA";"VIVIENDA";;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3893";;"2020-02-29";"1808020205001042_";"SANTA TERESITA";"CALLE SANTA TERESITA";"aislada";"1";;;;;"1";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001042_1582998773.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3894";;"2020-02-29";"1808020102014007_";"CALLATE";"BOLIVAR";"aislada";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014007_1582998783.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3895";;"2020-02-29";"1808020205002003_";"SANTA TERESITA";"AVENIDA ABEL VASCONEZ";;;;;;;NULL;;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205002003_1582998809.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola 
Existe canal de riego"
"3896";;"2020-02-29";"1808020205002036_";"SANTA TERESITA";"NO EXISTE";;;;;;;NULL;;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205002036_1582998919.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola e inaccesible"
"3897";;"2020-02-29";"1808020205001041_";"SANTA TERESITA";"CALLE SANTA TERESITA";"/pareada";"1";;;;;"1";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001041_1582998941.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3898";;"2020-02-29";"1808020102010011_";"SAN MARCOS";"CALLE SUCRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"1808020102010011_1582998953.";;;;;;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;"Sin registro visual, se observa un cerramiento y un porton"
"3899";;"2020-02-29";"1808020104008014_";"CIUDAD NUEVA PILLARO";"CALLE LAS MORAS";"/pareada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008014_1582998968.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3900";;"2020-02-29";"1808020205002035_";"SANTA TERESITA";"NO EXISTE";;;;;;;NULL;;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205002035_1582998973.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola e inaccesible"
"3901";;"2020-02-29";"1808020102009086_";"BARRIO POBRES MILLONARIOS";"SIN CALLE";"/pareada";"1";;;;;"1";;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020102009086_1582998976.jpg";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Su acceso en atravez de un lote vacío"
"3902";;"2020-02-29";"1808020102014085_";"CALLATE";"BOLIVAR";;;;;;;NULL;;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014085_1582999002.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote Vacío"
"3903";;"2020-02-29";"1808020102010010_";"SAN MARCOS";"CALLE SUCRE";"/pareada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"1808020102010010_1582999022.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3904";;"2020-02-29";"1808020102014099_";"CALLATE";"BOLIVAR";;;;;;;NULL;;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014099_1582999154.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote Vacío"
"3905";;"2020-02-29";"1808020102009090_";"BARRIO POBRES MILLONARIOS";"CALLE ROBALINO";"/continua";"3";;;;;"3";;"bueno";"malo";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102009090_1582999213.";"vivienda";"VIVIENDA";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3906";;"2020-02-29";"1808020205002032_";"SANTA TERESITA";"CALLE STA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205002032_1582999278.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola 
Existe canal de riego"
"3907";;"2020-02-29";"1808020102009089_";"BARRIO POBRES MILLONARIOS";"CALLE ROBALINO";;;;;;;NULL;;"bueno";"malo";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102009089_1582999316.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3908";;"2020-02-29";"1808020205001040_";"SANTA TERESITA";"CALLE SANTA TERESITA";"aislada";"1";"2";;;;"2";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001040_1582999320.";"vivienda";"B1: VIVIENDA B2: VIVIENDA";"B2:VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3909";;"2020-02-29";"1808020102011001_";"SAN MARCOS";"CALLE BOLíVAR, CALLE LOS ATIS";"/continualf";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"1808020102011001_1582999321.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3910";;"2020-02-29";"1808028102014005_";"CALLATE";"BOLIVAR";"aislada";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808028102014005_1582999365.";"vivienda/industria";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;"En este predio se encuentra una fábrica de Bloques El Porvenir"
"3911";;"2020-02-29";"1808020205003001_";"BARRIO LA FLORIDA";"AV. ABEL VASCONEZ";"/pareada";"3";"1";"2";;;"3";;"bueno";"bueno";"bueno";"regular";"bueno";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205003001_1582999370.";"vivienda";"B1: VIVIENDA B2:VIVIENDA B3:VIVIENDA";"B1: VIVIENDA B3:VIVIENDA";"B1: TERRAZA";;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3912";;"2020-02-29";"1808020205002033_";"SANTA TERESITA";"CALLE STA TERESITA";"aislada";"2";;;;;"2";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205002033_1582999414.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3913";;"2020-02-29";"1808020205001039_";"SANTA TERESITA";"CALLE SANTA TERESITA";"/pareada";"1";"1";;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001039_1582999417.";"vivienda";"B1:VIVIENDA B2: VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3914";;"2020-02-29";"1808020103017004_";"BARRIO EL CHóFER";"AV RUMIñAHUI";"/pareada";"1";;;;;"1";;"bueno";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020103017004_1582999453.";"vivienda/comercio";"METALIN CERRAGERIA / VIVIENDA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3915";;"2020-02-29";"1808020205003002_";"BARRIO LA FLORIDA";"PASAJE S /N";"/continualf";"1";;;;;"1";;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205003002_1582999469.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3916";;"2020-02-29";"1808020205001037_";"SANTA TERESITA";"CALLE SANTA TERESITA";"aislada";"1";"2";"1";;;"2";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001037_1582999494.";"vivienda";"B1: VIVIENDA B2: VIVIENDA B3:  VIVIENDA";"B2: VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3917";;"2020-02-29";"1808020102014025_";"CALLATE";"BOLIVAR";"/pareada/ocup_ret_fron";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014025_1582999498.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;"1";NULL;NULL;;
"3918";;"2020-02-29";"1808020102009088_";"BARRIO POBRES MILLONARIOS";"CALLE ROBALINO";"/pareada";"2";;;;;"2";;"bueno";"malo";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102009088_1582999502.";"vivienda/comercio";"TIENDA S/N - VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3919";;"2020-02-29";"1808020102011007_";"SAN MARCOS";"CALLE BOLíVAR";"/continualf";"3";;;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102011007_1582999544.";"vivienda/comercio";"FERRETERíA SAN MARCOS";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JULIO MANTUANO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3920";;"2020-02-29";"1808020104008013_";"CIUDAD NUEVA PILLARO";"CALLE LAS MORAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008013_1582999561.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Agricultura"
