"codigo";"numero";"fecha";"catastro";"ubicacion";"calle";"forma_de_ocupacion";"b1";"b2";"b3";"b4";"b5";"n_pisos";"sub";"estado_calzada";"estado_acera";"estado_bordillo";"estado_parterre";"estado_vispeatonal";"aapp";"aass";"aall";"energia";"alumbradoPub";"telefonoFijo";"internet";"tvCable";"transportePub";"recoleccionBas";"barridoCalles";"fotografia";"forma_de_ocupacion";"plantaBaja";"primerPiso";"segundoPiso";"tercerPso";"cuartoPiso";"quintoPiso";"sextoPiso";"septimoPiso";"estado_edificacion";"relevoNombres";"relevoFecha";"revisoNombres";"revisoFecha";"revisoFirma";"aproboNombres";"aproboFecha";"aproboFirma";"sello"
"3807";;"2020-02-29";"1808020205001014_";"SANTA TERESITA";"AV CIRCUNVALACIóN";;;;;;;NULL;;"bueno";"bueno";"bueno";"regular";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001014_1582996540.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3808";;"2020-02-29";"1808020204023017_";"LA FLORIDA";"CALLE LOS GERANIOS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204023017_1582996576.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3809";;"2020-02-29";"1808020103003018_";"CIUDAD NUEVA";"LA TRANQUILLA Y PASAJE S/N";;;;;;;NULL;;"bueno";"**inexistente**";"regular";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020103003018_1582996580.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"ADRIANA SANTOS MARCILLO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3810";;"2020-02-29";"1808020102015014_";"CALLATE";"BOLIVAR";"/pareada/ocup_ret_fron";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102015014_1582996585.";"vivienda/comercio";"LOCAL COMERCIAL, VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;"1";NULL;NULL;;
"3811";;"2020-02-29";"1808020204023016_";"LA FLORIDA";"CALLE LOS GERANIOS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204023016_1582996638.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3812";;"2020-02-29";"1808020104008008_";"CIUDAD NUEVA PILLARO";"CALLE LOS DURAZNOS, CALLE LAS MORAS Y CALLE LOS FRUTALES";"aislada";"1";"1";;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008008_1582996681.";"/comercio/adm pública";"B1 MERCADO MAYORISTA B2 MERCADO MAYORISTA";;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3813";;"2020-02-29";"1808020103012009_";"BARRIO EL CHóFER";"CALLE SN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103012009_1582996732.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3814";;"2020-02-29";"1808020102015013_";"CALLATE";"BOLIVAR";"/pareada/ocup_ret_fron";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102015013_1582996772.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;"1";NULL;NULL;;
"3815";;"2020-02-29";"1808020103012010_";"BARRIO EL CHóFER";"CALLE SN";"aislada";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103012010_1582996805.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3816";;"2020-02-29";"1808020104008034_";"CIUDAD NUEVA PILLARO";"CALLE LOS DURAZNOS Y CALLE LAS MORAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008034_1582996834.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Agricultura"
"3817";;"2020-02-29";"1808020102015012_";"CALLATE";"BOLIVAR";"/continua";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102015012_1582996880.";"vivienda";"VIVIENDA EN CONSTRUCCIóN";"VIVIENDA EN CONSTRUCCIóN";;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3818";;"2020-02-29";"1808020103012011_";"BARRIO EL CHóFER";"CALLE SN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103012011_1582996952.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3819";;"2020-02-29";"1808020204007024_";"LA FLORIDA";"CALLE LAS ILUSIONES";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007024_1582997010.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3820";;"2020-02-29";"1808020102015011_";"CALLATE";"BOLIVAR";"/continua";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102015011_1582997012.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3821";;"2020-02-29";"1808020205001055_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001055_1582997012.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3822";;"2020-02-29";"1808020205004006_";"BARRIO LA FLORIDA";"CALLE S/N";"aislada/ocup_ret_fron";"1";;;;;"1";;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205004006_1582997053.";"vivienda/AGRICULTURA";"VIVIENDA";;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-29";NULL;NULL;"1";NULL;NULL;;"Agricultura y vivienda un mismo predio con 008, ocupación en retiro frontal PB"
"3823";;"2020-02-29";"1808020102009011_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE Y PASAJE S/N";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009011_1582997073.";"vivienda";"VIVIENDA";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3824";;"2020-02-29";"1808020102015010_";"CALLATE";"BOLIVAR";"/continua";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102015010_1582997075.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3825";;"2020-02-29";"1808020103012012_";"BARRIO EL CHóFER";"CALLE SN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103012012_1582997077.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3826";;"2020-02-29";"1808020205001054_";"SANTA TERESITA";"CALLE SANTA TERESITA";"/pareada";"1";;;;;"1";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001054_1582997109.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3827";;"2020-02-29";"1808020204023023_";"LA FLORIDA";"CALLE LOS GERANIOS";"/pareada/ocup_ret_fron";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"1808020204023023_1582997111.";"vivienda";"VIVIENDA";"EN CONSTRUCCIóN";;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;"2";NULL;NULL;;
"3828";;"2020-02-29";"1808020205004008_";"BARRIO LA FLORIDA";"CALLE S/N";"aislada/ocup_ret_fron";"1";;;;;"1";;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205004008_1582997138.";"vivienda/AGRICULTURA";"VIVIENDA";;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-29";NULL;NULL;"1";NULL;NULL;;"Agricultura y vivienda un mismo predio con 008, ocupación en retiro frontal PB"
"3829";;"2020-02-29";"1808020205001052_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001052_1582997169.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3830";;"2020-02-29";"1808020102009010_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE Y PASAJE S/N";"/pareada/ocup_ret_fron";"1";"1";;;;NULL;;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009010_1582997180.";"vivienda";"B1 VIVIENDA  / B2 NO DEFINIDO SU USO";;;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;"1";NULL;NULL;;"B1 presenta ocupación del retiro frontal en PB"
"3831";;"2020-02-29";"1808020102015009_";"CALLATE";"BOLIVAR";"/continualf";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102015009_1582997188.";"vivienda/comercio";"TUNING STILE, VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3832";;"2020-02-29";"1808020205001053_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001053_1582997224.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3833";;"2020-02-29";"1808020204007022_";"LA FLORIDA";"CALLE LOS GERANIOS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007022_1582997227.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3834";;"2020-02-29";"1808020205004009_";"BARRIO LA FLORIDA";"CALLE S/N";"aislada";"1";;;;;"1";;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020205004009_1582997232.";"vivienda/AGRICULTURA";"VIVIENDA";;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-29";NULL;NULL;;NULL;NULL;;"Vivienda y Agricultura"
"3835";;"2020-02-29";"1808020103012013_";"BARRIO EL CHóFER";"CALLE SN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103012013_1582997232.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3836";;"2020-02-29";"1808020102009009_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009009_1582997295.";"vivienda/comercio";"LOCAL S/N";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3837";;"2020-02-29";"1808020204007021_";"LA FLORIDA";"CALLE LOS GERANIOS";"/pareada/ocup_ret_fron";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007021_1582997312.";"vivienda/comercio";"VIVIRES EL TROPEZóN Y VIVIENDA";;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;"1";NULL;NULL;;
"3838";;"2020-02-29";"1808020103012014_";"BARRIO EL CHóFER";"CALLE SN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103012014_1582997332.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3839";;"2020-02-29";"1808020102009008_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009008_1582997351.";"vivienda/comercio";"LOCAL S/N";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3840";;"2020-02-29";"1808020104008024_";"CIUDAD NUEVA PILLARO";"AVENIDA LOS FRUTALES";"aislada";"2";"1";;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008024_1582997380.";"vivienda";"B1 VIVIENDA B2 VIVIENDA";"B1 VIVIENDA";;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3841";;"2020-02-29";"1808020204007041_";"LA FLORIDA";"AVENIDA ABEL VáZCONEZ";"/pareada";"1";;;;;"1";;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007041_1582997389.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3842";;"2020-02-29";"1808020102014021_";"CALLATE";"BOLIVAR";"/continualf";"1";"1";;;;NULL;;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014021_1582997424.";"vivienda/comercio";"TIENDA, VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;"En este predio se observa una vivienda de 1 piso a parte del relevado"
"3843";;"2020-02-29";"1808020204007040_";"LA FLORIDA";"AVENIDA ABEL VASCONEZ";"/continua";"2";;;;;"2";;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007040_1582997492.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3844";;"2020-02-29";"1808020103012001_";"BARRIO EL CHóFER";"CALLE SN";"/pareada";"3";;;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103012001_1582997519.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3845";;"2020-02-29";"1808020102009007_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009007_1582997522.";"vivienda/comercio";"VIVIENDA / VULCANIZADORA CHILUIZA";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3846";;"2020-02-29";"1808020104008023_";"CIUDAD NUEVA PILLARO";"AVENIDA LOS FRUTALES";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008023_1582997534.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3847";;"2020-02-29";"1808020205001051_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001051_1582997542.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3848";;"2020-02-29";"1808020204007026_";"LA FLORIDA";"AVENIDA ABEL VASCONEZ";;;;;;;NULL;;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007026_1582997549.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola"
"3849";;"2020-02-29";"1808020205001050_";"SANTA TERESITA";"CALLE SANTA TERESITA";"/continua";"1";"1";;;;NULL;;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001050_1582997638.";"vivienda";"B1: VIVIENDA B2:  VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3850";;"2020-02-29";"1808020102009006_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009006_1582997659.";"vivienda/comercio";"TAPICERIA";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3851";;"2020-02-29";"1808020203027002_";"BARRIO CUIDAD NUEVA";"AV RUMIñAHUI";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020103027002_1582997694.";"/transporte";"TERMINAL TERRESTRE";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3852";;"2020-02-29";"1808020205004003_";"BARRIO LA FLORIDA";"AV. ALBERTO VASCO";"/pareada/ocup_ret_fron";"2";"2";;;;NULL;;"bueno";"bueno";"bueno";"regular";"bueno";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205004003_1582997706.";"vivienda";"B1: VIVIENDA B2:VIVIENDA";"B1:VIVIENDA B2: EN CONSTRUCCIÒN";;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-02-29";NULL;NULL;"2";NULL;NULL;;"Bloque 1 se encuentra en medio del predio 002 y 003, OCUPACION EN RETIRO FRONTAL PB Y PS"
"3853";;"2020-02-29";"1808020104008022_";"CIUDAD NUEVA PILLARO";"AVENIDA LOS FRUTALES";"/pareada";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008022_1582997709.";"vivienda/AGRICULTURA";"VIVIENDA";"TERRAZA";;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Agricultura ( bloque pequeño en 1er piso )"
"3854";;"2020-02-29";"1808020204007027_";"LA FLORIDA";"AVENIDA ABEL VASCONEZ";;;;;;;NULL;;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007027_1582997718.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola"
"3855";;"2020-02-29";"1808020102009004_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE";"/continualf";"1";"2";;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009004_1582997791.";"vivienda/comercio";"B1 LOCAL S/N / B2 VIVIENDA";"B2 VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3856";;"2020-02-29";"1808020204007028_";"LA FLORIDA";"AVENIDA ABEL VASCONEZ";;;;;;;NULL;;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007028_1582997808.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote agrícola"
"3857";;"2020-02-29";"1808020102009003_";"BARRIO POBRES MILLONARIOS";"CALLE SUCRE";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"1808020102009003_1582997882.";"vivienda/comercio";"LOCAL S/N";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3858";;"2020-02-29";"1808020204007020_";"LA FLORIDA";"AVENIDA ABEL VASCONEZ";;;;;;;NULL;;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007020_1582997892.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;"Lote vacío"
"3859";;"2020-02-29";"1808020104008021_";"CIUDAD NUEVA PILLARO";"AVENIDA LOS FRUTALES";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020104008021_1582997895.";"/LOTE VACíO CON UN BAñO";"BAñO";;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-02-29";NULL;NULL;;NULL;NULL;;"Predio 021 y 020 de un mismo dueño"
"3860";;"2020-02-29";"1808020102014022_";"CALLATE";"BOLIVAR";"/pareada";"1";"1";;;;NULL;;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020102014022_1582997899.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"LUIS RODAS";"2020-02-29";NULL;NULL;;NULL;NULL;;"En este predio se observa una vivienda a parte del relevado"
"3861";;"2020-02-29";"1808020205001049_";"SANTA TERESITA";"CALLE SANTA TERESITA";"/pareada";"2";;;;;"2";;"bueno";"**inexistente**";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001049_1582997907.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3862";;"2020-02-29";"1808020205001048_";"SANTA TERESITA";"CALLE SANTA TERESITA";;;;;;;NULL;;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020205001048_1582997963.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-02-29";NULL;NULL;;NULL;NULL;;
"3863";;"2020-02-29";"1808020204007043_";"LA FLORIDA";"AVENIDA ABEL VASCONEZ";"/continua";"1";;;;;"1";;"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"1808020204007043_1582997972.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"ISABEL AVILA";"2020-02-29";NULL;NULL;;NULL;NULL;;
